Field,Experience,Location,Company Size,Salary,Job Requirements,URL
Bất động sản,Không yêu cầu,Hà Nội,25-99 nhân viên,Từ 50 triệu,"Yêu cầu ứng viên
- Các bạn chưa có kinh nghiệm hoặc mới ra trường mong muốn làm Bất Động Sản sẽ được đào tạo.
- Ứng viên có kinh nghiệm trong lĩnh vực Bất động sản, Tư vấn, Tài chính, CSKH,... là một lợi thế.
- Ngoại hình ưa nhìn, tác phong lịch sự, chỉn chu.
- Chăm chỉ, chịu khó, giao tiếp tốt, hòa đồng, thân thiện, có khả năng làm việc độc lập, làm việc nhóm.",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-sales-tu-van-bat-dong-san-thu-nhap-den-50-trieu-khong-yeu-cau-kinh-nghiem/1658683.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443759
Marketing / Truyền thông / Quảng cáo,1 năm,Hồ Chí Minh,100-499 nhân viên,Từ 15 triệu,"Yêu cầu ứng viên
- Tuổi từ 23 - 35 tuổi
- Trình độ từ trung cấp trở lên
- Có ít nhất 1 năm kinh nghiệm trong lĩnh vực thiết kế nội thất quảng cáo.
- Lên phối cảnh 3D, triển khai chi tiết để sản xuất.
- Thành thạo các phần mềm thiết kế : Sketchup, 3Ds Max , Cad, Ps, AI.",https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-noi-ngoai-that-thu-nhap-tu-15-trieu-tro-len/1690890.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443759
Xây dựng,1 năm,Hà Nội & 9 nơi khác,100-499 nhân viên,Tới 20 triệu,"Yêu cầu ứng viên
Tốt nghiệp Cao đẳng, Đại học chuyên ngành PCCC cấp thoát nước, cơ điện, kiến trúc, hoặc các chuyên ngành liên quan.
Ưu tiên ứng viên có 1-2 năm kinh nghiệm trở lên ở vị trí kỹ sư thiết kế PCCC hoặc các vị trí có liên quan.
Sử dụng thành thạo Autocad và phần mềm hỗ trợ kỹ thuật khác phục vụ cho thiết kế hệ thống PCCC.
Nhiệt tình, chịu khó, có trách nghiệm trong công việc được giao.
Sẵn sàng đi công tác khi có yêu cầu.",https://www.topcv.vn/viec-lam/ky-su-giam-sat-pccc-luong-toi-20-trieu-di-lam-ngay-tai-ha-noi/1672939.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443759
Bất động sản,1 năm,Hồ Chí Minh,100-499 nhân viên,40 - 50 triệu,"Yêu cầu ứng viên
- Độ tuổi: trên 22 tuổi
- Cần bạn nhiệt huyết, chủ động, kỷ luật và học hỏi.
- Đam mê kiếm tiền, kinh doanh, đặc biệt trong lĩnh vực BĐS, Bảo Hiểm, Ngân Hàng, Xe Hơi, CSKH, v.v...
- Kỹ năng truyền đạt bằng lời nói/ giao tiếp tốt.
- Khả năng tư vấn, thuyết phục, mở rộng mối quan hệ.
- Kinh nghiệm quản lý từ 1 năm
- Ưu tiên có các bạn có kinh nghiệm về BĐS",https://www.topcv.vn/viec-lam/truong-phong-kinh-doanh-bat-dong-san-nha-pholuong-cung-12tr-hoa-hong-64-q1-q3-q10-phu-nhuan-tan-binhpart-time-full-time-dao-tao-mien-phi/1673723.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443759
Bất động sản,Không yêu cầu,Hà Nội,100-499 nhân viên,15 - 50 triệu,"Yêu cầu ứng viên
- Có laptop cá nhân để làm việc.
- Làm việc full time từ 8h-17h30 từ thứ 2 đến hết sáng t7, nghỉ trưa 12h00-13h30.
- Có kiến thức cơ bản về lĩnh vực bán hàng.
- Có kỹ năng giao tiếp và lắng nghe.
- Có khả năng làm việc độc lập và làm việc nhóm.",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-nhan-vien-kinh-doanh-bat-dong-san-data-co-san-khong-yeu-cau-kinh-nghiem/1559799.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443759
Xây dựng,3 năm,Hà Nội,25-99 nhân viên,15 - 20 triệu,"Yêu cầu ứng viên
- Tốt nghiệp Cao đẳng trở lên chuyên ngành kỹ thuật Điện, hoặc các chuyên ngành khác có liên quan.
- Đọc hiểu bản vẽ kỹ thuật điện.
- Thành thạo phần mềm Autocard, bản vẽ shopdrawing (thi công), bản vẽ hoàn công.
- Có kinh nghiệm làm chỉ huỷ trưởng hoặc giám sát thi công từ 3-5 năm trở lên.
- Độ tuổi từ 28 - 40. Chỉ tuyển NAM giới.
- Ưu tiên ứng viên có bằng lái ô tô, có kinh nghiệm trong mảng thi công đèn chiếu sáng, đèn trang trí.
- Sẵn sàng đi công tác theo dự án.",https://www.topcv.vn/viec-lam/chi-huy-truong-giam-sat-cong-trinh-me/1671931.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443759
Xây dựng,2 năm,Thái Bình & 3 nơi khác,25-99 nhân viên,12 - 17 triệu,"Yêu cầu ứng viên
Tốt nghiệp Cao đẳng hoặc Đại học chuyên ngành liên quan.
Có ít nhất 2-5 năm kinh nghiệm.
Làm việc tại Thái Bình",https://www.topcv.vn/viec-lam/ky-su-mep/1670204.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443759
Thiết kế / kiến trúc,3 năm,Hà Nội,10-24 nhân viên,15 - 20 triệu,"Yêu cầu ứng viên
Tốt nghiệp: CĐ, ĐH các ngành kiến trúc, xây dựng hoặc các ngành nghề liên quan
Có ít nhất 3 năm kinh nghiệm giám sát công trình, chỉ huy trưởng công trình, kỹ sư xây dưng, .....
Sử dụng phần mềm: AutoCAD
Có khả năng đọc và triển khai kỹ thuật thi công trên bản vẽ và tại công trình cho các đội nhóm.
Có khả năng làm việc dưới áp lực công việc cao",https://www.topcv.vn/viec-lam/chi-huy-truong-cong-trinh-giam-sat-thi-cong-xay-dung-thu-nhap-tu-15-20-trieu/1674082.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443759
Xây dựng,2 năm,Thái Bình & 3 nơi khác,25-99 nhân viên,12 - 17 triệu,"Yêu cầu ứng viên
Tốt nghiệp Đại học chuyên ngành xây dựng
Có ít nhất 2-5 năm kinh nghiệm
Có thể đi công tác xa ( Làm việc tại Thái Bình )",https://www.topcv.vn/viec-lam/ky-su-giam-sat-cong-trinh-xay-dung/1670209.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443759
Bất động sản,Không yêu cầu,"Hà Nội, Hưng Yên",100-499 nhân viên,8 - 20 triệu,"Yêu cầu ứng viên
Có kinh nghiệm là một lợi thế, chưa có kinh nghiệm sẽ được đào tạo miễn phí.
Đam mê kinh doanh và kiếm tiền, yêu thích kinh doanh bất động sản.
Có trách nhiệm với công việc, không ngại khó khăn thử thách.
Chấp nhận sinh viên thực tập năm cuối, đang chờ bằng và sinh viên mới ra trường.",https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh-tu-van-bat-dong-san-luong-tu-8-20-trieu-duoc-dao-tao/1672901.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443759
Bất động sản,2 năm,Hà Nội,25-99 nhân viên,30 - 50 triệu,"Yêu cầu ứng viên
• Nam/Nữ, từ 25 - 35 tuổi, có ít nhất 2 năm kinh nghiệm tại vị trí Trưởng phòng kinh doanh BĐS/Trưởng phòng Dự án.
• Kỹ năng lãnh đạo, giao tiếp, đàm phán và quản lý đội nhóm tốt.
• Có tư duy chiến lược, khả năng hoạch định và triển khai kế hoạch kinh doanh.
• Chủ động, quyết đoán, chịu áp lực cao, cam kết với mục tiêu doanh số.
• Ưu tiên ứng viên có kinh nghiệm làm việc tại các sàn giao dịch BĐS, tổng đại lý phân phối dự án.",https://www.topcv.vn/viec-lam/truong-phong-kinh-doanh-bat-dong-san-luong-cung-25-30-trieu-thuong-ha-noi/1655480.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443759
Sản xuất,1 năm,Hà Nội,100-499 nhân viên,Thoả thuận,"Yêu cầu ứng viên
- Thành thạo tin học văn phòng, Autocard...
- Ưu tiên ứng viên có kinh nghiệm lĩnh vực Nhôm kính
- Tốt nghiệp trung cấp trở lên",https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-nhom-kinh-giam-sat-cong-trinh-thu-nhap-hap-dan-tai-ha-noi/1655080.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443759
Xây dựng,2 năm,Hồ Chí Minh,500-1000 nhân viên,Thoả thuận,"Yêu cầu ứng viên
· Tốt nghiệp Cao Đẳng/ Đại Học trở lên
· Thành thạo Autocad, Revit, tin học văn phòng.
· Có kiến thức về xây dựng cơ bản, phòng cháy chữa cháy, nội thất
· Có kinh nghiệm tham gia các dự án Văn phòng, Nhà hàng, Khách sạn, Showroom, Coffee, Thời trang...
· Ngoại ngữ: đọc hiểu tài liệu chuyên ngành",https://www.topcv.vn/viec-lam/ky-su-shop-drawing-noi-that/1609225.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443759
Xây dựng,2 năm,Hà Nội,25-99 nhân viên,15 - 20 triệu,"Yêu cầu ứng viên
Tốt nghiệp Cao đẳng, Đại học chuyên ngành xây dựng và các ngành liên quan.
Có ít nhất 2 năm kinh nghiệm ở vị trí giám sát thi công
Sử dụng tốt các phần mềm Excel, Autocad
Am hiểu quy trình thi công, đảm bảo chất lượng và tiến độ công trình.
Khả năng giám sát thi công chặt chẽ và giải quyết vấn đề nhanh chóng
Sẵn sàng làm việc xa tại các công trường của công ty khi có yêu cầu.
Có khát vọng vượt qua thách thức, không ngại thử sức với các mục tiêu mới, hoàn thành nhiệm vụ với tinh thần trách nhiệm cao nhất.
Làm việc nhóm tốt, giao tiếp hiệu quả và phối hợp linh hoạt.
Nhiệt tình, trung thực, chủ động và không ngừng học hỏi.",https://www.topcv.vn/viec-lam/ky-su-xay-dung-giam-sat-thi-cong-2-nam-kinh-nghiem-thu-nhap-upto-20m-di-lam-ngay/1648455.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443759
Xây dựng,2 năm,Hà Nội,25-99 nhân viên,8 - 30 triệu,"Yêu cầu ứng viên
- Tốt nghiệp Cao đẳng/ Đại học;
- Ưu tiên ứng viên là NAM giới, sẵn sàng đi lại, di chuyển.
- Có kinh nghiệm tiếp xúc khách hàng dự án là công ty tư vấn thiết kế, các chủ đầu tư (khách sạn, nhà hàng, nhà máy...), thợ thầu xây dựng;
- Có kinh nghiệm từng làm dự án là 1 lợi thế;
- Năng động, có đam mê và tố chất kinh doanh;
- Khả năng thuyết phục và giao tiếp tốt;
- Thành thạo tin học văn phòng.",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-du-an-den-chieu-sang/1671950.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443759
Xây dựng,Dưới 1 năm,Hà Nội,25-99 nhân viên,15 - 20 triệu,"Yêu cầu ứng viên
- Kỹ năng máy tính chuyên nghiệp: word, excel,xây dựng báo cáo và quản lý dữ liệu,
- Không yêu cầu kinh nghiệm sẽ được đào tạo;
- Ưu tiên độ tuổi: 23-35 tuổi
- Kỹ năng giao tiếp, đàm phán tốt;
- Kỹ năng lập kế hoạch, điều phối và kiểm soát công việc tốt;
- Kỹ năng giao tiếp, đàm phán, giải quyết vấn đề tốt;
- Giới tính: Nam/nữ",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-thu-nhap-15-20-trieu-thang-di-lam-ngay/1648465.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443759
N/A,N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/brand/cenmientrung/tuyen-dung/chuyen-vien-kinh-doanh-bat-dong-san-cao-cap-luong-cung-10-trieu-tai-cen-mien-trung-da-nang-j1657767.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443759
Xây dựng,1 năm,Hồ Chí Minh & 8 nơi khác,25-99 nhân viên,12 - 15 triệu,"Yêu cầu ứng viên
- Giới tính: Nam
- Trình độ: Tốt nghiệp cao đẳng trở lên chuyên ngành PCCC, kinh tế xây dựng, chuyên ngành xây dựng công nghiệp, điện, cơ khí, kỹ thuật công trình, cấp thoát nước, môi trường ...
- Sử dụng thành thạo AutoCad, Excel
- Ưu tiên ứng viên tốt nghiệp trường Đại học PCCC
- Ưu tiên ứng viên có chứng chỉ hành nghề PCCC
- Ưu tiên ứng viên có kinh nghiệm về thi công PCCC
- Ưu tiên những hồ sơ gửi sớm sẽ được phỏng vấn đi làm sớm.",https://www.topcv.vn/viec-lam/ky-su-phong-chay-chua-chay-va-co-dien/1419377.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443759
IT - Phần mềm,2 năm,Hà Nội,100-499 nhân viên,20 - 25 triệu,"Yêu cầu ứng viên
- Trình độ: Tốt nghiệp Đại học chuyên ngành CNTT, Điện, Điện tử, Viễn thông.
- Độ tuổi: Từ 25 tuổi trở lên
- Kỹ năng và kiến thức: Có hiểu biết (chuyên môn) sâu về kỹ thuật, giải pháp Hạ tầng mạng cáp có Cấu trúc, Hệ thống An ninh tích hợp, Hệ thống Tổng đài IP-PABX, các hệ thống Điện nhẹ...
- Sử dụng thành thạo AutoCAD, Internet, tin học văn phòng ...
- Tiếng Anh giao tiếp, đọc hiểu tài liệu chuyên môn.
- Có khả năng thuyết trình, viết giải pháp, huấn luyện công việc tốt.
- Kinh nghiệm ở vị trí tương đương - 02 năm hoặc tối thiểu 5 năm làm việc với các hệ thống điện nhẹ.
- Ngoại ngữ: Tiếng Anh giao tiếp, đọc hiểu tài liệu chuyên môn.",https://www.topcv.vn/viec-lam/truong-phong-thiet-ke-he-thong-dien-nhe-elv-luong-cung-upto-25tr-dai-ngo-hap-dan-tai-ha-noi/1653016.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443759
Xây dựng,1 năm,"Bắc Ninh, Bắc Giang",25-99 nhân viên,Từ 10 triệu,"Yêu cầu ứng viên
- Có chuyên môn kinh nghiệm 1 năm làm về PCCC
- Có kiến thức về cơ điện
- Nam. Biết Autocad
- Thành thạo tin học văn phòng Word, Excel và các phần mềm chuyên ngành liên quan...",https://www.topcv.vn/viec-lam/ky-su-thiet-ke-he-thong-phong-chay-chua-chay-thu-nhap-tu-10-trieu-tro-len-tai-bac-ninh/1653153.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443759
Sản xuất,1 năm,Hà Nội & 7 nơi khác,25-99 nhân viên,Thoả thuận,"Yêu cầu ứng viên
Trình độ: Tốt nghiệp Cao Đẳng, Đại Học chuyên ngành XD Dân dụng và công nghiệp hoặc kinh tế xây dựng.
Ưu tiên: Ứng viên độ tuổi 9x, quê quán miền bắc, đã có kinh nghiệm trong ngành xây dựng, cơ khí hoàn thiện và gắn bó lâu dài với DN
Có kinh nghiệm từ 1 năm trở lên.
Đọc hiểu bản vẽ.
Giám sát kiểm tra chất lượng, kỹ thuật công trình
Kỹ năng điều phối và kiểm soát công việc.
Nhiệt tình, chịu khó và có tinh thần trách nhiệm cao trong công việc
Có khả năng làm việc độc lập, chịu đươc áp lực công việc",https://www.topcv.vn/viec-lam/ky-su-giam-sat-hien-truong-mien-bac-tu-1-nam-kinh-nghiem-trong-nganh-xay-dung-co-khi-hoan-thien/1678867.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443759
Xây dựng,3 năm,Quảng Ninh,25-99 nhân viên,18 - 23 triệu,"Yêu cầu ứng viên
- Tốt nghiệp cao đẳng, đại học chuyên ngành xây dựng Dân dụng & công nghiệp hoặc các chuyên ngành khác liên quan
- Sử dụng tốt tiếng Anh trong giao tiếp và xử lý hồ sơ nội nghiệp;
- Ít nhất 03 năm kinh nghiệm ở vị trí tương đương;
- Có kiến thức và kinh nghiệm trong thi công, thanh quyết toán công trình;
- Nắm vững quy trình quản lý dự án, hồ sơ quản lý chất lượng;",https://www.topcv.vn/viec-lam/can-bo-qs-cong-trinh-cong-nghiep-tieng-anh-thu-nhap-tu-20-trieu-ha-long/1649714.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443759
Điện tử / Điện lạnh,Không yêu cầu,Hà Nội,10-24 nhân viên,7 - 15 triệu,"Yêu cầu ứng viên
Có kinh nghiệm là 1 lợi thế (Chưa có kinh nghiệm sẽ được đào tạo)
Tốt nghiệp các trường Trung Cấp, Cao Đẳng, Đại Học về cơ điện, điện lạnh.
Nhanh nhẹn, trung thực, có trách nhiệm cao trong công việc, đam mê, yêu thích công việc mình theo đuổi. Xác định đúng mục tiêu trước khi đăng ký.
Có thể đi làm luôn.",https://www.topcv.vn/viec-lam/ky-thuat-vien-dien-lanh-khong-yeu-cau-kinh-nghiem-thu-nhap-tu-7-15-trieu/1605873.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443759
Thiết kế / kiến trúc,1 năm,Hà Nội,25-99 nhân viên,12 - 15 triệu,"Yêu cầu ứng viên
- Tốt ghiệp các trường cao đẳng/ đại học chuyên ngành xây dựng, kiến trúc...

- Có ít nhất 1 năm kinh nghiệm trong lĩnh vực giám sát đồ gỗ nội thất.

- Nắm vứng bản vẽ kĩ thuật thi công nội thất

- Nắm vững quy chuẩn chất lượng các loại vật liệu trong sản xuất đồ gỗ nội thất

- Năng động, nhiệt tình, trung thực, có tinh thần trách nhiệm cɑo.",https://www.topcv.vn/viec-lam/giam-sat-thi-cong-noi-that-thu-nhap-12-15-trieu-hoac-deal-theo-nang-luc/1661936.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443759
Bất động sản,Không yêu cầu,Hà Nam & 2 nơi khác,500-1000 nhân viên,Tới 100 triệu,"Yêu cầu ứng viên
Nam/Nữ,
Độ tuổi từ 20 tuổi trở lên
Tốt nghiệp cao đẳng, đại học
Không cần kinh nghiệm, SINH VIÊN NĂM CUỐI, ngoại hình ưa nhìn
Nhanh nhẹn, siêng năng, đam mê kinh doanh.
Chịu được áp lực công việc.
Có phương tiện, điện thoại, laptop.",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-khong-yeu-cau-kinh-nghiem-luong-cung-tu-6-15-trieu-phu-cap-an-trua-thu-nhap-khong-gioi-han-ho-tro-marketing/1648412.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443759
Xây dựng,Dưới 1 năm,Hồ Chí Minh,100-499 nhân viên,Thoả thuận,"Yêu cầu ứng viên
• Kinh nghiệm làm việc: Có kiến thức về máy móc thiết bị dùng trong xây dựng; đã làm việc trực tiếp ở công trường xây dựng là một lợi thế.
• Trình độ học vấn: Tốt nghiệp Đại học.
• Trình độ chuyên môn: Chuyên ngành Xây dựng dân dụng & Công nghiệp, hoặc lĩnh vực liên quan.
• Trình độ vi tính (sử dụng phần mềm): AutoCad, Excel, PowerPoint.
• Trung thực, có ý chí cầu tiến.",https://www.topcv.vn/viec-lam/chuyen-vien-thiet-bi-nhan-viec-ngay-thu-nhap-hap-dan/1610593.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443759
Khác,Không yêu cầu,Hà Nội,100-499 nhân viên,15 - 30 triệu,"Yêu cầu ứng viên
• Ứng viên nam/nữ, tuổi từ 20 - 40
• Tốt nghiệp Trung Cấp trở lên chuyên ngành Kinh Tế, Thương Mại, Tài Chính, Quản trị kinh doanh, Marketing
• Ưu tiên có 1 năm kinh nghiệm vị trí tương đương
• Có kỹ năng giao tiếp, thương lượng, đàm phán, ra quyết định, phân tích xử lý thông tin, kỹ năng làm việc nhóm
• Khả năng chịu áp lực cao",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-sales-tu-van-vien-thu-nhap-upto-30-trieu-tai-ha-noi/1649422.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443759
